STATION,DATE,DATE_STR,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_C,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_C,MAX_ATTRIBUTES,MIN,MIN_C,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
54823099999,2019/2/24,2019-02,36.6833333,116.9833333,58,"JINAN TSINAN, CH",47.2,8.4,8,17.4,8,1023.4,8,2.3,8,8.5,8,4.1,8,5.8,999.9,58.5,14.7,*,37.6,3.1, ,0,I,999.9,0
54823099999,2019/2/25,2019-02,36.6833333,116.9833333,58,"JINAN TSINAN, CH",48.4,9.1,8,22.3,8,1024.8,8,3.7,8,5.8,8,3.4,8,5.8,999.9,57.6,14.2,*,37.9,3.3, ,0,I,999.9,0
54823099999,2019/2/26,2019-02,36.6833333,116.9833333,58,"JINAN TSINAN, CH",45.8,7.7,8,28.4,8,1025.4,8,4.3,8,6,8,2.2,8,3.9,999.9,49.5,9.7,*,41.9,5.5, ,99.99, ,999.9,10000
54823099999,2019/2/27,2019-02,36.6833333,116.9833333,58,"JINAN TSINAN, CH",44.7,7.1,8,29.3,8,1022.7,8,1.6,8,11.3,8,2.7,8,3.9,999.9,50.4,10.2,*,40.1,4.5,*,0,I,999.9,0
54823099999,2019/2/28,2019-02,36.6833333,116.9833333,58,"JINAN TSINAN, CH",47,8.3,8,29.5,8,1022.3,8,1.3,8,8.6,8,3.6,8,3.9,999.9,56.5,13.6,*,39.2,4, ,0,I,999.9,0
54823099999,2019/3/1,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",47.7,8.7,8,32,8,1023.1,8,2.1,8,5.4,8,3.9,8,5.8,999.9,56.7,13.7,*,39.2,4,*,0,I,999.9,0
54823099999,2019/3/2,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",49.4,9.7,8,27.1,8,1018.3,8,997.5,8,7.1,8,3.2,8,5.8,999.9,59.2,15.1,*,38.1,3.4, ,0,I,999.9,0
54823099999,2019/3/3,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",47.9,8.8,8,30.3,8,1015.2,8,994.4,8,8.2,8,3.9,8,5.8,999.9,54.7,12.6,*,40.1,4.5, ,0,I,999.9,0
54823099999,2019/3/4,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",53.8,12.1,8,34.5,8,1016.7,8,996,8,9.2,8,5.1,8,9.7,999.9,63.9,17.7,*,42.4,5.8, ,0,I,999.9,0
54823099999,2019/3/5,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",52.9,11.6,8,35.2,8,1018.9,8,998.2,8,6.7,8,3.4,8,5.8,999.9,62.1,16.7,*,45.5,7.5,*,0,I,999.9,0
54823099999,2019/3/6,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",44,6.7,8,16.8,8,1027,8,5.8,8,18.1,8,6.3,8,9.7,999.9,54.9,12.7,*,32.4,0.2,*,0,I,999.9,0
54823099999,2019/3/7,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",42.9,6.1,8,18.1,8,1027.6,8,6.3,8,16.4,8,3.2,8,3.9,999.9,53.1,11.7,*,32,0, ,0,I,999.9,0
54823099999,2019/3/8,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",50.5,10.3,8,17,8,1021.1,8,0.2,8,17.9,8,4.4,8,5.8,999.9,58.5,14.7,*,36.1,2.3, ,0,I,999.9,0
54823099999,2019/3/9,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",50.7,10.4,8,26.7,8,1017.5,8,996.7,8,15.2,8,3.6,8,5.8,999.9,60.8,16,*,41.4,5.2,*,0,I,999.9,0
54823099999,2019/3/10,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",53.9,12.2,8,31.7,8,1015,8,994.4,8,11.2,8,5.6,8,11.7,999.9,63.9,17.7,*,40.6,4.8, ,0,I,999.9,0
54823099999,2019/3/11,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",52.9,11.6,8,19.9,8,1014.5,8,993.9,8,15.1,8,6.3,8,9.7,999.9,60.3,15.7,*,41.9,5.5, ,0,I,999.9,0
54823099999,2019/3/12,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",44.6,7,8,2.1,8,1021.1,8,0.1,8,18.6,8,4.6,8,9.7,999.9,52.9,11.6, ,39,3.9,*,0,I,999.9,0
54823099999,2019/3/13,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",53.1,11.7,7,13.9,7,1023.1,7,2.3,7,18.6,7,5.3,7,7.8,999.9,60.3,15.7, ,37.9,3.3, ,0,I,999.9,0
54823099999,2019/3/14,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",52.4,11.3,8,17.4,8,1022.3,8,1.5,8,18,8,3.2,8,3.9,999.9,62.1,16.7,*,45,7.2,*,0,I,999.9,0
54823099999,2019/3/15,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",56.4,13.6,8,16,8,1021.8,8,1.2,8,18.6,8,5.8,8,9.7,999.9,61.2,16.2,*,44.2,6.8, ,0,I,999.9,0
54823099999,2019/3/16,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",59.2,15.1,8,22.5,8,1019.7,8,999.2,8,17.8,8,3.9,8,5.8,999.9,71.4,21.9,*,49.3,9.6,*,0,I,999.9,0
54823099999,2019/3/17,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",64.2,17.9,8,25.5,8,1019.4,8,999.1,8,18.5,8,7.3,8,15.5,999.9,74.5,23.6, ,49.1,9.5, ,0,I,999.9,0
54823099999,2019/3/18,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",64.7,18.2,8,38.9,8,1011.7,8,991.7,8,16.2,8,10,8,13.6,999.9,69.8,21,*,58.6,14.8, ,0,I,999.9,0
54823099999,2019/3/19,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",65.5,18.6,8,41.9,8,1007.7,8,987.7,8,16.9,8,8.5,8,15.5,999.9,72.3,22.4,*,57.2,14,*,99.99, ,999.9,10000
54823099999,2019/3/20,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",59,15,8,45.3,8,1006.5,8,986.3,8,11.3,8,4.4,8,7.8,999.9,66.6,19.2,*,50,10,*,0.02,G,999.9,10000
54823099999,2019/3/21,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",45.3,7.4,8,14.8,8,1023.3,8,2.3,8,18.6,8,6.1,8,11.7,999.9,54,12.2, ,36.9,2.7,*,0,G,999.9,0
54823099999,2019/3/22,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",50.8,10.4,8,18.1,8,1024.9,8,3.9,8,18.6,8,6.6,8,9.7,999.9,57.6,14.2,*,36.1,2.3, ,0,I,999.9,0
54823099999,2019/3/23,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",46,7.8,8,9,8,1026.7,8,5.6,8,18.6,8,3.6,8,7.8,999.9,53.1,11.7,*,39.6,4.2,*,0,I,999.9,0
54823099999,2019/3/24,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",57.5,14.2,8,31.3,8,1015.7,8,995.1,8,16.7,8,9.7,8,13.6,999.9,63.7,17.6,*,36.9,2.7, ,0,I,999.9,0
54823099999,2019/3/25,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",63.4,17.4,8,30.7,8,1013.6,8,993.4,8,17.2,8,4.9,8,7.8,999.9,72.5,22.5,*,53.6,12, ,0,I,999.9,0
54823099999,2019/3/26,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",69.4,20.8,8,33.8,8,1013.2,8,993.2,8,18.5,8,8,8,11.7,999.9,78.8,26,*,57.9,14.4, ,0,I,999.9,0
54823099999,2019/3/27,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",62.2,16.8,8,30.2,8,1012.8,8,992.7,8,16.5,8,6.3,8,11.7,999.9,77,25,*,47.7,8.7,*,0,I,999.9,0
54823099999,2019/3/28,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",48.5,9.2,8,26.9,8,1015,8,994.2,8,18.6,8,4.9,8,7.8,999.9,60.3,15.7, ,41.5,5.3,*,0,G,999.9,10000
54823099999,2019/3/29,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",49.5,9.7,8,31.4,8,1015.8,8,995,8,13.7,8,4.6,8,9.7,999.9,57.6,14.2,*,41.4,5.2, ,0,I,999.9,0
54823099999,2019/3/30,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",44.8,7.1,8,6.6,8,1024.3,8,3.2,8,18.6,8,5.6,8,11.7,999.9,52,11.1,*,36.5,2.5,*,0,I,999.9,0
54823099999,2019/3/31,2019-03,36.6833333,116.9833333,58,"JINAN TSINAN, CH",51.1,10.6,8,10.3,8,1024.3,8,3.3,8,18.6,8,4.1,8,9.7,999.9,59,15,*,36.3,2.4, ,0,I,999.9,0
54823099999,2019/4/1,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",56.3,13.5,8,22.5,8,1021.8,8,1.1,8,18.6,8,6.1,8,9.7,999.9,62.8,17.1,*,44.2,6.8, ,0,I,999.9,0
54823099999,2019/4/2,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",55.6,13.1,8,26.8,8,1023.7,8,3,8,18.2,8,3.2,8,5.8,999.9,67.1,19.5,*,42.3,5.7,*,0,I,999.9,0
54823099999,2019/4/3,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",61.9,16.6,8,27.1,8,1022.4,8,2,8,16.8,8,4.6,8,7.8,999.9,70.2,21.2,*,41.7,5.4, ,0,I,999.9,0
54823099999,2019/4/4,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",65.4,18.6,8,41.2,8,1012.5,8,992.4,8,14.3,8,8.5,8,15.5,999.9,72.9,22.7,*,56.3,13.5, ,0,I,999.9,0
54823099999,2019/4/5,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",71.1,21.7,8,46,8,1007.3,8,987.5,8,12,8,8.5,8,11.7,999.9,80.1,26.7,*,56.3,13.5, ,0,I,999.9,0
54823099999,2019/4/6,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",58.6,14.8,8,40,8,1009,8,988.8,8,13.5,8,5.3,8,7.8,999.9,65.3,18.5,*,51.3,10.7,*,0,I,999.9,0
54823099999,2019/4/7,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",63.6,17.6,8,45.8,8,1010,8,989.9,8,6.9,8,3.2,8,5.8,999.9,72.9,22.7,*,50.5,10.3, ,0,I,999.9,0
54823099999,2019/4/8,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",53.5,11.9,8,38.9,8,1014.1,8,993.6,8,14,8,5.3,8,9.7,999.9,61.2,16.2,*,43.7,6.5,*,0.05,G,999.9,10000
54823099999,2019/4/9,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",40.3,4.6,8,36.7,8,1018.8,8,997.7,8,13.7,7,7.5,8,15.5,999.9,51.4,10.8, ,37.8,3.2,*,0.45,G,999.9,10000
54823099999,2019/4/10,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",49.6,9.8,8,36,8,1018.8,8,998,8,13.6,8,3.2,8,5.8,999.9,58.1,14.5, ,37,2.8, ,0.13,G,999.9,0
54823099999,2019/4/11,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",49.2,9.6,8,41.8,8,1017.6,8,996.8,8,5.7,7,4.1,8,5.8,999.9,56.5,13.6,*,42.8,6,*,0.04,G,999.9,10000
54823099999,2019/4/12,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",59.5,15.3,8,38.1,8,1016.4,8,996,8,12.5,8,5.8,8,9.7,999.9,65.3,18.5,*,41.9,5.5, ,0,G,999.9,0
54823099999,2019/4/13,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",60.3,15.7,8,46.4,8,1016.8,8,996.4,8,8.8,8,5.3,8,11.7,999.9,66.6,19.2,*,51.4,10.8,*,0,I,999.9,0
54823099999,2019/4/14,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",61.2,16.2,8,21.6,8,1020.9,8,0.5,8,18.6,8,4.1,8,5.8,999.9,68.4,20.2,*,49.6,9.8, ,0,I,999.9,0
54823099999,2019/4/15,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",65.4,18.6,8,33.2,8,1013.7,8,993.6,8,18.6,8,10.2,8,17.5,999.9,72.9,22.7,*,55,12.8, ,0,I,999.9,0
54823099999,2019/4/16,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",68,20,8,45,8,1008.8,8,988.9,8,16.5,8,5.1,8,7.8,999.9,76.3,24.6,*,60.1,15.6, ,0,I,999.9,0
54823099999,2019/4/17,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",75.7,24.3,8,49.3,8,1002.6,8,983,8,17.6,8,14.3,8,23.3,999.9,81.9,27.7,*,62.2,16.8, ,0,I,999.9,0
54823099999,2019/4/18,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",63.5,17.5,8,29,8,1012.7,8,992.6,8,17.2,8,10.2,8,17.5,999.9,73.8,23.2,*,54.9,12.7,*,0,I,999.9,0
54823099999,2019/4/19,2019-04,36.6833333,116.9833333,58,"JINAN TSINAN, CH",57.4,14.1,8,40.6,8,1015.4,8,995,8,16.3,8,3.2,8,5.8,999.9,63,17.2,*,52.2,11.2,*,0.05,G,999.9,0
